name,engName,activeIngredient,treatmentForm,treatmentCodeName,brand,in_stock,price,newItem,CBD,THC
מנטה,"MEDCANOIL T10C10 MINT",T10C10,שמן,"מיצוי BLEND T10 C10","פיס נטורלס",1,264,,0,0
אקסיבן,"AXIBAN DROPS T10C10 10GR",T10C10,שמן,"מיצוי BLEND T10 C10",רפא,1,239,,0,0
ארגמן,"SEACH OILARGAMAN T10C10H",T10C10,שמן,"מיצוי BLEND T10 C10",שיח,1,199,,0,0
דנסהול,"DANCEHALL T5C5",T5C5,תפרחת,"תפרחת BLEND T5 C5","פיס נטורלס",1,219,,0,0
ביקאן,"BCANN OIL T5C5",T5C5,שמן,"מיצוי BLEND T5 C5",בזלת,1,222,,0,0
"שמן בקאן  82C1T","BCANN MCT T1C28 IND OIL",T1C28,שמן,"מיצוי INDICA T1 C28",בזלת,1,289,,0,0
ביקאן,"BCANN OIL T1C28",T1C28,שמן,"מיצוי BLEND T1 C28",בזלת,1,279,,0,0
"אי אס די 82","BCANN ASD28 T1C28 OIL SA",T1C28,שמן,"מיצוי SATIVA T1 C28",בזלת,1,325,,0,0
"אי אס די 82","BCANN ASD28 T1C28 OIL IN",T1C28,שמן,"מיצוי INDICA T1 C28",בזלת,1,325,,0,0
"ספיישל סי","BCANN SPECIAL C T1C28 IN",T1C28,שמן,"מיצוי INDICA T1 C28",בזלת,1,350,,0,0
"ספיישל סי","BCANN SPECIAL C T1C28 SA",T1C28,שמן,"מיצוי SATIVA T1 C28",בזלת,1,350,,0,0
"ביקאן דיאם   82C1T","BCANN DM SILVER T1C28",T1C28,שמן,"מיצוי BLEND T1 C28",בזלת,1,325,,0,0
"ביקאן אמ סי טי","BCANN MCT T1C28 SAT OIL",T1C28,שמן,"מיצוי SATIVA T1 C28",ביקאן,1,289,,0,0
חרמון,"PHC HRM28 T1C28 OIL",T1C28,שמן,"מיצוי BLEND T1 C28",פארמוקן,1,269,,0,0
"שמן בקאן  42C0T TCM","BCANN MCT T0C24 SATOIL",T0C24,שמן,"מיצוי SATIVA T0 C24",בזלת,1,279,,0,0
"שמן בקאן  42COT","BCANN MCT IND TOC24",T0C24,שמן,"מיצוי INDICA T0 C24",בזלת,1,279,,0,0
ביקאן,"BCANN OIL TOC24",T0C24,שמן,"מיצוי BLEND T0 C24",בזלת,1,279,,0,0
פמיקאן,"BCANN FEM OIL IND T0C24",T0C24,שמן,"מיצוי INDICA T0 C24",בזלת,1,279,,0,0
"שמן סילבר ביקאןS 42C0T","BCANN SILVT0C24 OIL SAT",T0C24,שמן,"מיצוי SATIVA T0 C24",בזלת,1,279,,0,0
"איי סיבידי","I-CBD T1C20",T1C20,תפרחת,"תפרחת INDICA T1 C20","דוד וגוליית",1,299,,19,0.6
ביקאן,"BCANN OIL T1C20",T1C20,שמן,"מיצוי BLEND T1 C20",בזלת,1,262,,0,0
"אי אס די 02","BCANN ASD20 T1C20 OIL SA",T1C20,שמן,"מיצוי SATIVA T1 C20",בזלת,1,262,,0,0
"אי אס די 02","BCANN ASD20 T1C20 OIL IN",T1C20,שמן,"מיצוי INDICA T1 C20",בזלת,1,262,,0,0
פמיקאן,"BCANN FEM OIL IND T1C20",T1C20,שמן,"מיצוי INDICA T1 C20",בזלת,1,262,,0,0
"שמן בקאן  02C1T","BCANN MCT T1C20 IND OIL",T1C20,שמן,"מיצוי INDICA T1 C20",ביקאן,1,262,,0,0
"שמן בקאן 02C1T","BCANN MCT T1C20 SAT OIL",T1C20,שמן,"מיצוי SATIVA T1 C20",ביקאן,1,262,,0,0
חרמון,"PHC HRM20 T1C20 OIL",T1C20,שמן,"מיצוי BLEND T1 C20",פארמוקן,1,249,,0,0
"פירות יער לימון","MEDCANOIL T1C20 BER LEM",T1C20,שמן,"מיצוי BLEND T1 C20","פיס נטורלס",1,284,,0,0
אקסיבן,"AXIBAN DROPS T1C20 10G",T1C20,שמן,"מיצוי BLEND T1 C20",רפא,1,264,,0,0
"שמן בלו","SEACH OIL T1C20 BLUE",T1C20,שמן,"מיצוי BLEND T1 C20",שיח,1,227,,0,0
אבידקל,"TO T1C20 AVIDEKEL IND OIL",T1C20,שמן,"מיצוי BLEND T1 C20","תיקון עולם",1,299,,0,0
קנטארה,"SEVEN CANTARE T3C15 SAT",T3C15,תפרחת,"תפרחת SATIVA T3 C15",SEVEN,1,257,,15,1
אבידקל,"TO T3C15 AVIDEKEL IND FL",T3C15,תפרחת,"תפרחת INDICA T3 C15","תיקון עולם",1,259,,17,0.7
צלנגר,"CHALLENGER T3C15 HYB",T3C15,תפרחת,"תפרחת BLEND T3 C15",טוגדר,1,199,,0,0
"אם סי טי","BOL MCT OIL T3C15",T3C15,שמן,"מיצוי BLEND T3 C15","בול פארמה",1,249,,0,0
סילבר,"BCANN SILVT3C15 OIL IND",T3C15,שמן,"מיצוי INDICA T3 C15",בזלת,1,236,,0,0
"ביקאן אם סי טי","BCANN MCT T3C15 SAT OIL",T3C15,שמן,"מיצוי SATIVA T3 C15",ביקאן,1,236,,0,0
"שמן בקאן  51C3T","BCANN MCT T3C15 IND OIL",T3C15,שמן,"מיצוי INDICA T3 C15",ביקאן,1,236,,0,0
אקסיבן,"AXIBAN DROPS T3C15 10GR",T3C15,שמן,"מיצוי BLEND T3 C15",רפא,1,239,,0,0
אבידקל,"TO T3C15 AVIDEKEL OIL",T3C15,שמן,"מיצוי BLEND T3 C15","תיקון עולם",1,280,,0,0
ביקאן,"BCANN OIL T5C10",T5C10,שמן,"מיצוי BLEND T5 C10",בזלת,1,236,,0,0
